하마, 171, 45
차라, 177, 55
라가, 171, 88
타사, 176, 53
하라, 184, 84
다가, 155, 79
다자, 158, 82
가차, 177, 73
타사, 170, 65
타다, 176, 92
타라, 174, 88
카바, 177, 99
타파, 166, 72
가타, 172, 43
파다, 188, 56
다차, 176, 75
아다, 167, 74
아하, 181, 44
바사, 160, 41
바사, 183, 75
타라, 161, 89
마카, 186, 63
사타, 157, 52
차아, 153, 59
사카, 179, 60
마자, 165, 57
라나, 156, 42
타타, 156, 97
가파, 166, 91
사차, 158, 40
나타, 176, 76
마아, 181, 44
카바, 185, 62
타다, 169, 47
아차, 152, 58
라하, 189, 61
나자, 179, 76
카카, 180, 74
차파, 159, 95
다라, 169, 55
라카, 151, 60
가자, 183, 84
하라, 179, 78
사사, 178, 61
라가, 188, 99
바카, 183, 60
타하, 159, 57
나아, 189, 58
타가, 178, 70
카마, 160, 63
자사, 174, 43
라하, 162, 71
하나, 154, 57
라마, 184, 44
자다, 186, 64
차마, 165, 69
라자, 157, 89
마가, 168, 85
타사, 157, 52
사사, 165, 93
가나, 157, 65
자사, 172, 77
가타, 158, 84
나라, 167, 79
타가, 175, 76
아바, 152, 76
자카, 159, 42
타바, 169, 77
바카, 167, 96
아파, 188, 78
차타, 186, 44
사가, 186, 76
아마, 165, 60
마아, 156, 65
타마, 181, 91
가마, 183, 68
하가, 166, 85
바마, 155, 87
가마, 170, 98
사자, 176, 46
하사, 174, 49
다다, 188, 45
바하, 178, 57
라차, 183, 85
자다, 164, 83
바바, 166, 67
아나, 189, 86
카마, 165, 93
자라, 183, 95
하아, 175, 55
사다, 184, 91
라카, 160, 87
파아, 170, 55
차자, 181, 90
파하, 150, 60
카차, 167, 72
파자, 165, 53
아가, 160, 42
라카, 169, 77
라하, 186, 77
사아, 154, 42
자나, 183, 68
자마, 150, 74
가자, 181, 42
다사, 156, 70
카하, 177, 63
바자, 158, 99
나사, 189, 62
카카, 157, 56
다타, 165, 64
차가, 187, 96
하하, 182, 95
카파, 163, 73
라파, 159, 71
바가, 168, 80
다차, 179, 89
바자, 174, 59
바바, 153, 66
아가, 153, 97
라자, 169, 69
파라, 154, 61
마아, 173, 90
파파, 151, 72
바아, 173, 96
하다, 154, 41
라타, 167, 82
라사, 189, 44
하아, 153, 56
타라, 158, 50
자바, 186, 90
바파, 167, 81
파가, 167, 77
자자, 172, 64
아나, 185, 94
사파, 189, 88
가바, 160, 80
차타, 176, 51
차차, 160, 88
바하, 163, 91
카마, 178, 62
자타, 164, 76
타사, 160, 51
바다, 175, 72
타아, 175, 69
타아, 187, 91
아가, 160, 60
타라, 173, 56
바라, 168, 98
다파, 166, 77
타바, 188, 81
바나, 174, 54
나차, 155, 83
다아, 168, 79
마카, 163, 70
바아, 183, 75
아마, 180, 79
사파, 155, 41
하차, 179, 91
라가, 153, 54
마카, 166, 58
파마, 151, 81
자라, 183, 75
아나, 153, 97
나자, 177, 41
자자, 176, 47
나다, 169, 72
마가, 188, 78
바자, 181, 61
카라, 181, 59
타아, 168, 96
자하, 178, 86
바바, 153, 44
다나, 185, 79
카아, 185, 42
사사, 176, 56
나파, 155, 80
나아, 183, 84
하하, 186, 91
마사, 168, 58
아마, 165, 41
바다, 169, 94
하라, 174, 99
하가, 156, 72
나라, 174, 86
다다, 182, 48
카나, 156, 77
나타, 182, 76
자아, 156, 70
하마, 169, 60
카다, 160, 40
자파, 185, 81
나가, 182, 71
타다, 170, 51
사사, 167, 73
다가, 164, 54
하파, 176, 47
마마, 167, 54
다마, 181, 57
차바, 154, 55
차카, 180, 99
바다, 161, 84
파나, 169, 90
하다, 170, 41
아타, 173, 42
라라, 171, 64
나하, 182, 56
파자, 175, 54
차마, 182, 55
아자, 150, 46
다차, 156, 80
차마, 150, 65
라타, 154, 85
가차, 185, 94
하가, 151, 97
마아, 167, 81
사타, 170, 43
나카, 180, 40
마마, 169, 69
가사, 188, 98
아타, 171, 79
다자, 183, 51
라파, 159, 76
가나, 174, 73
사아, 166, 95
다바, 152, 70
차타, 189, 89
파하, 168, 74
파아, 150, 89
바자, 181, 73
차타, 154, 80
차하, 179, 85
나카, 176, 60
아마, 186, 64
자사, 173, 80
카아, 171, 73
아나, 182, 77
하자, 153, 82
라자, 158, 79
라나, 176, 67
파마, 170, 96
다가, 171, 61
마가, 165, 81
다하, 181, 65
바라, 150, 75
타가, 175, 92
카타, 162, 69
하바, 187, 69
바차, 150, 42
마파, 172, 96
타마, 189, 93
가가, 180, 84
다자, 167, 57
차마, 156, 65
다자, 171, 58
바가, 188, 40
아하, 175, 96
마나, 159, 52
파타, 176, 95
타다, 174, 55
가아, 176, 80
차가, 186, 66
하가, 151, 78
차가, 188, 48
사하, 180, 90
라차, 181, 58
차다, 159, 65
자파, 162, 56
차라, 183, 67
아다, 150, 98
나사, 151, 52
타하, 184, 54
가바, 173, 81
아바, 177, 97
나아, 182, 56
바카, 164, 57
타마, 168, 90
자사, 168, 45
차카, 184, 54
라다, 181, 45
사차, 177, 71
차가, 175, 59
다다, 175, 75
다카, 187, 62
아사, 182, 63
아차, 174, 64
자마, 186, 87
하하, 159, 65
마자, 182, 54
카하, 164, 82
마나, 164, 47
나자, 168, 80
자자, 161, 95
가하, 157, 51
마나, 151, 80
사차, 189, 97
사나, 164, 47
나사, 161, 51
라라, 163, 57
라라, 158, 43
라가, 166, 99
라바, 170, 77
다가, 171, 77
다마, 181, 65
마다, 179, 75
타다, 179, 75
파가, 187, 85
파사, 156, 68
파차, 151, 94
마사, 156, 65
바타, 175, 51
다파, 167, 42
가파, 150, 91
마하, 178, 61
차파, 177, 74
마카, 182, 93
카바, 168, 78
라라, 157, 53
아사, 159, 56
다카, 156, 91
마자, 158, 46
나카, 186, 53
파차, 151, 94
다카, 157, 99
파아, 170, 47
바파, 186, 75
자차, 150, 87
파아, 185, 56
가가, 167, 68
나카, 168, 98
라다, 155, 85
파라, 160, 83
마하, 183, 87
아가, 176, 64
카차, 189, 65
사다, 182, 50
아차, 154, 64
차바, 185, 90
하카, 165, 90
타카, 152, 54
사차, 164, 66
마아, 179, 81
다나, 165, 64
마아, 183, 65
바나, 168, 96
하아, 187, 61
나차, 186, 90
사가, 176, 80
나파, 150, 55
아파, 183, 87
가자, 173, 91
사마, 166, 86
라사, 163, 92
사파, 169, 96
차타, 157, 81
사아, 165, 69
자하, 153, 75
타파, 165, 94
가하, 169, 55
타마, 168, 82
바타, 169, 98
다아, 178, 57
가가, 187, 44
하라, 170, 52
타바, 166, 83
카자, 159, 58
파차, 184, 82
파차, 172, 88
나다, 154, 95
파바, 155, 86
사나, 170, 54
라사, 165, 42
카사, 165, 81
타다, 153, 70
하사, 151, 79
하파, 153, 78
아차, 166, 43
하자, 176, 92
다타, 167, 69
파차, 152, 54
다사, 159, 73
사바, 157, 82
파사, 185, 65
라아, 165, 61
파바, 188, 79
다타, 165, 77
마차, 169, 67
마타, 156, 99
차다, 186, 97
카자, 176, 94
타마, 172, 83
마나, 171, 81
자나, 186, 70
나사, 166, 95
차다, 168, 59
바카, 169, 71
자마, 161, 81
카가, 150, 74
파카, 176, 97
차나, 161, 64
하사, 165, 82
타마, 163, 93
차바, 188, 42
타바, 188, 48
가아, 174, 84
자아, 183, 52
차다, 181, 97
가다, 189, 41
자바, 150, 94
나나, 170, 79
차하, 187, 62
카가, 153, 77
차카, 159, 45
타자, 176, 87
가바, 164, 70
카가, 151, 42
타다, 155, 76
사나, 163, 58
나나, 188, 73
마하, 189, 45
파다, 177, 83
차아, 160, 98
라파, 161, 56
아다, 150, 99
사파, 176, 70
파바, 175, 75
파아, 151, 55
카사, 171, 52
차타, 189, 94
가차, 175, 48
하바, 170, 60
라타, 164, 77
나라, 166, 87
파바, 160, 95
라라, 179, 56
파나, 170, 66
마바, 156, 94
가라, 176, 44
마라, 152, 58
나마, 167, 69
사다, 163, 77
파자, 158, 68
카하, 171, 82
바아, 183, 88
라가, 159, 66
다가, 156, 46
라아, 165, 69
아타, 170, 99
파가, 180, 67
카라, 157, 66
타가, 172, 89
아바, 180, 80
마파, 169, 45
라가, 179, 90
바자, 186, 81
타나, 174, 68
차하, 155, 99
아파, 153, 64
자마, 158, 55
하마, 164, 51
가파, 183, 50
아다, 158, 66
카타, 155, 85
자다, 161, 57
나다, 177, 51
파바, 188, 81
다파, 180, 64
카아, 169, 98
아파, 155, 99
사라, 183, 75
다아, 186, 61
다가, 163, 73
라마, 166, 99
자바, 186, 53
차파, 165, 78
가가, 165, 77
카아, 177, 49
파하, 178, 88
바다, 164, 74
바파, 186, 84
마하, 181, 98
하아, 156, 70
다라, 183, 44
라나, 185, 43
다자, 167, 56
하하, 175, 50
사사, 173, 90
아하, 185, 73
가가, 154, 66
카하, 157, 73
바가, 164, 88
하자, 163, 47
카나, 168, 42
카나, 172, 84
나하, 171, 99
타바, 183, 92
사하, 158, 71
바라, 175, 96
다라, 172, 75
파바, 163, 66
차아, 162, 52
타하, 186, 40
마라, 153, 79
파사, 166, 53
나마, 164, 64
파파, 159, 72
사사, 165, 80
아차, 175, 70
마가, 160, 82
파마, 186, 57
아자, 168, 72
사차, 184, 68
하타, 163, 93
다마, 168, 95
다다, 171, 86
가카, 176, 77
아가, 151, 87
라마, 150, 69
나파, 167, 49
자다, 185, 59
타타, 173, 40
파하, 175, 72
바가, 174, 63
차파, 150, 66
카하, 179, 51
사차, 177, 68
카라, 172, 64
가타, 152, 74
카아, 188, 66
마라, 184, 47
아차, 153, 70
하하, 176, 85
차마, 175, 65
나나, 152, 47
아가, 160, 53
아자, 183, 45
파바, 180, 71
파마, 160, 53
사마, 180, 50
하아, 157, 82
타나, 156, 93
자자, 181, 91
타다, 153, 67
사나, 166, 61
아카, 152, 90
자사, 172, 49
타파, 153, 69
카사, 183, 51
카다, 167, 48
사타, 187, 76
카라, 187, 87
카나, 154, 59
자다, 178, 83
라사, 166, 59
마자, 173, 59
자다, 180, 68
카라, 157, 70
사차, 172, 77
파다, 159, 72
하사, 168, 56
바나, 156, 43
타사, 186, 72
차카, 150, 84
타파, 186, 69
자차, 172, 44
마다, 176, 67
바사, 153, 74
타가, 162, 97
나자, 164, 94
타차, 181, 96
나파, 151, 84
마가, 187, 61
가마, 185, 93
가가, 170, 44
자다, 168, 47
마다, 177, 98
사라, 152, 89
자다, 152, 75
자카, 158, 75
바하, 166, 82
라하, 187, 85
차파, 170, 63
파아, 184, 73
바카, 181, 91
하카, 187, 50
다아, 188, 55
카아, 181, 90
바하, 179, 70
라나, 152, 64
바차, 170, 90
사마, 175, 74
마차, 186, 75
다아, 162, 59
차사, 170, 63
사카, 183, 49
바라, 167, 75
카타, 163, 89
나파, 187, 72
자파, 151, 46
사카, 179, 80
바자, 153, 95
파나, 156, 48
사파, 187, 67
다아, 167, 44
카나, 189, 74
아마, 175, 72
차가, 157, 94
마라, 179, 95
아다, 179, 91
나차, 163, 89
마하, 185, 51
마차, 158, 48
가파, 172, 47
자자, 161, 85
하바, 187, 66
아카, 152, 48
다가, 177, 76
바바, 153, 83
자사, 150, 83
카마, 185, 58
라차, 153, 85
라라, 162, 78
다라, 189, 53
바아, 162, 51
다타, 182, 62
마바, 157, 45
차나, 157, 51
가나, 172, 48
타자, 168, 64
라자, 150, 77
차차, 155, 98
마하, 174, 41
카가, 166, 54
카카, 173, 90
나자, 185, 83
사카, 175, 75
타파, 182, 85
